2017-10-29 00:00:55.794470|INFO    |VirtualServer |1  |listening on 0.0.0.0:9987, :::9987
2017-10-29 00:00:55.798387|WARNING |VirtualServer |1  |--------------------------------------------------------
2017-10-29 00:00:55.798387|WARNING |VirtualServer |1  |ServerAdmin privilege key created, please use the line below
2017-10-29 00:00:55.798387|WARNING |VirtualServer |1  |token=JM9aLornbAe8RGGEbvDBWgxsW+94LNkAim3sIoNd
2017-10-29 00:00:55.798387|WARNING |VirtualServer |1  |--------------------------------------------------------
2017-10-29 00:01:10.355084|INFO    |VirtualServer |1  |client (id:4) was added to servergroup 'Server Admin'(id:6) by client 'server'(id:0)
2017-10-29 03:00:15.197800|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Officer'(id:33)
2017-10-29 03:00:16.260290|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Officer'(id:33)
2017-10-29 03:00:19.565025|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Probationary Officer'(id:34)
2017-10-29 03:00:21.295497|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Probationary Officer'(id:34)
2017-10-29 03:02:04.843295|INFO    |VirtualServer |1  |permission 'i_group_member_add_power'(id:163) with values (value:75, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Reserve'(id:36)
2017-10-29 03:02:05.319887|INFO    |VirtualServer |1  |permission 'i_group_member_add_power'(id:163) was deleted by 'Radcrazykid2 | 1-L-40'(id:4) from servergroup 'SAPD Reserve'(id:36)
2017-10-29 03:02:08.485921|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Reserve'(id:36)
2017-10-29 03:02:09.404864|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Reserve'(id:36)
2017-10-29 03:02:10.870674|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Reserve'(id:39)
2017-10-29 03:02:11.890180|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Reserve'(id:39)
2017-10-29 03:02:13.235883|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Cadet'(id:35)
2017-10-29 03:02:14.002510|INFO    |VirtualServer |1  |permission 'i_group_member_remove_power'(id:165) with values (value:75, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Cadet'(id:35)
2017-10-29 03:02:14.453724|INFO    |VirtualServer |1  |permission 'i_group_member_remove_power'(id:165) was deleted by 'Radcrazykid2 | 1-L-40'(id:4) from servergroup 'SAPD Cadet'(id:35)
2017-10-29 03:02:15.846240|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Cadet'(id:35)
2017-10-29 03:02:17.358954|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Cadet'(id:40)
2017-10-29 03:02:18.404835|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Cadet'(id:40)
2017-10-29 03:03:50.721243|INFO    |VirtualServer |1  |servergroup 'Coroner'(id:41) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:04:11.841341|INFO    |VirtualServer |1  |permission 'b_channel_join_permanent'(id:131) with values (value:1, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Comm.'(id:38)
2017-10-29 03:04:23.645067|INFO    |VirtualServer |1  |permission 'i_channel_join_power'(id:136) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Comm.'(id:38)
2017-10-29 03:04:26.411769|INFO    |VirtualServer |1  |permission 'i_channel_subscribe_power'(id:138) with values (value:75, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Comm.'(id:38)
2017-10-29 03:04:30.952710|INFO    |VirtualServer |1  |permission 'i_channel_description_view_power'(id:140) with values (value:75, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Comm.'(id:38)
2017-10-29 03:04:56.149947|INFO    |VirtualServer |1  |permission 'b_channel_join_permanent'(id:131) with values (value:1, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Comm.'(id:26)
2017-10-29 03:04:58.355995|INFO    |VirtualServer |1  |permission 'i_channel_join_power'(id:136) with values (value:75, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Comm.'(id:26)
2017-10-29 03:04:59.340395|INFO    |VirtualServer |1  |permission 'i_channel_subscribe_power'(id:138) with values (value:75, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Comm.'(id:26)
2017-10-29 03:05:00.330600|INFO    |VirtualServer |1  |permission 'i_channel_description_view_power'(id:140) with values (value:75, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Comm.'(id:26)
2017-10-29 03:05:02.038630|INFO    |VirtualServer |1  |permission 'i_channel_join_power'(id:136) with values (value:70, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Comm.'(id:26)
2017-10-29 03:05:29.981026|INFO    |VirtualServer |1  |permission 'i_channel_join_power'(id:136) with values (value:75, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Comm.'(id:38)
2017-10-29 03:05:37.684129|INFO    |VirtualServer |1  |permission 'i_channel_join_power'(id:136) with values (value:75, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup '==San Andreas LEO=='(id:25)
2017-10-29 03:05:38.363834|INFO    |VirtualServer |1  |permission 'i_channel_subscribe_power'(id:138) with values (value:75, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup '==San Andreas LEO=='(id:25)
2017-10-29 03:05:39.126513|INFO    |VirtualServer |1  |permission 'i_channel_description_view_power'(id:140) with values (value:75, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup '==San Andreas LEO=='(id:25)
2017-10-29 03:05:39.292535|INFO    |VirtualServer |1  |permission 'b_channel_join_permanent'(id:131) with values (value:1, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup '==San Andreas LEO=='(id:25)
2017-10-29 03:05:42.372642|INFO    |VirtualServer |1  |permission 'b_channel_join_temporary'(id:133) with values (value:1, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup '==San Andreas LEO=='(id:25)
2017-10-29 03:05:42.827696|INFO    |VirtualServer |1  |permission 'b_channel_join_semi_permanent'(id:132) with values (value:1, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup '==San Andreas LEO=='(id:25)
2017-10-29 03:06:28.855038|INFO    |VirtualServer |1  |client (id:6) was added to servergroup 'In-Game Admin'(id:19) by client 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:06:36.014259|INFO    |VirtualServer |1  |client (id:6) was added to servergroup 'Senior Member'(id:20) by client 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:06:43.716387|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1232709788, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Retired Admin'(id:15)
2017-10-29 03:06:48.195820|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:562027764, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Disciplinary Admin'(id:16)
2017-10-29 03:06:51.788644|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-2096440699, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'General Staff'(id:17)
2017-10-29 03:06:54.850128|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:1116735422, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Community Leader'(id:18)
2017-10-29 03:06:59.307172|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:199054942, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'In-Game Admin'(id:19)
2017-10-29 03:07:03.981974|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:763733025, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Senior Member'(id:20)
2017-10-29 03:07:08.380436|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1412032120, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Senior Member'(id:20)
2017-10-29 03:07:15.069892|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:677066105, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Member'(id:21)
2017-10-29 03:07:18.051307|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:746379343, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Junior Member'(id:22)
2017-10-29 03:07:35.556190|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1415753079, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Casual Unrestricted'(id:23)
2017-10-29 03:07:38.467351|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1406899191, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Casual Restricted'(id:24)
2017-10-29 03:09:16.708534|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) with values (value:1, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Comm.'(id:38)
2017-10-29 03:09:19.828666|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) with values (value:1, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Comm.'(id:26)
2017-10-29 03:09:35.484895|INFO    |VirtualServer |1  |servergroup '==DOJ=='(id:42) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:09:44.272016|INFO    |VirtualServer |1  |servergroup 'Internal Affairs'(id:43) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:09:50.414650|INFO    |VirtualServer |1  |servergroup 'FBI'(id:44) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:10:01.151913|INFO    |VirtualServer |1  |servergroup 'USCG'(id:45) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:10:23.470285|INFO    |VirtualServer |1  |servergroup '==Specialized Units=='(id:46) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:10:31.983972|INFO    |VirtualServer |1  |servergroup 'Air Unit'(id:47) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:10:50.092323|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:478832049, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Deputy Comm.'(id:27)
2017-10-29 03:10:58.030803|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-288102730, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Commander'(id:28)
2017-10-29 03:11:02.197792|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:1241727404, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Captain'(id:29)
2017-10-29 03:11:14.515192|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:184842084, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Lieutenant'(id:30)
2017-10-29 03:11:29.030833|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1426205775, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Sergeant'(id:31)
2017-10-29 03:11:44.213446|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:808654778, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Sergeant'(id:31)
2017-10-29 03:11:50.738841|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:671141899, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Senior Lead Officer'(id:32)
2017-10-29 03:12:00.371713|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:1068031717, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Officer'(id:33)
2017-10-29 03:12:09.778869|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:85368941, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Coroner'(id:41)
2017-10-29 03:12:16.648000|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-164544999, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Internal Affairs'(id:43)
2017-10-29 03:12:28.996679|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1980569149, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'FBI'(id:44)
2017-10-29 03:13:02.028877|INFO    |VirtualServer |1  |client '[1L-18] KevKilo9'(id:6) was added to channelgroup 'Channel Admin'(id:5) by client 'Radcrazykid2 | 1-L-40'(id:4) in channel 'Game Rooms'(id:14)
2017-10-29 03:13:56.980001|INFO    |VirtualServer |1  |client '[1L-18] KevKilo9'(id:6) was added to channelgroup 'Channel Admin'(id:5) by client 'Radcrazykid2 | 1-L-40'(id:4) in channel 'General Chat (In Game)'(id:12)
2017-10-29 03:14:24.667529|INFO    |VirtualServer |1  |permission 'b_channel_modify_make_permanent'(id:107) with values (value:1) was added by 'Radcrazykid2 | 1-L-40'(id:4) to client (id:6)
2017-10-29 03:14:40.140193|INFO    |VirtualServer |1  |permission 'b_channel_create_permanent'(id:83) with values (value:1) was added by 'Radcrazykid2 | 1-L-40'(id:4) to client (id:6)
2017-10-29 03:14:52.302323|INFO    |VirtualServer |1  |permission 'b_channel_create_modify_with_codec_opusvoice'(id:94) with values (value:1) was added by 'Radcrazykid2 | 1-L-40'(id:4) to client (id:6)
2017-10-29 03:15:04.837477|INFO    |VirtualServer |1  |client (id:6) was added to servergroup '*Lead Admin*'(id:9) by client 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:15:34.888258|INFO    |VirtualServer |1  |servergroup 'Field Training Officer'(id:48) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:15:41.424408|INFO    |VirtualServer |1  |servergroup 'Dispatch'(id:49) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:15:54.094309|INFO    |VirtualServer |1  |servergroup 'Detective Bureau'(id:50) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:16:02.434151|INFO    |VirtualServer |1  |servergroup 'K9 Unit'(id:51) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:16:37.863873|INFO    |VirtualServer |1  |servergroup 'Tactical Support Unit'(id:52) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:16:48.985864|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1308340237, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Air Unit'(id:47)
2017-10-29 03:17:26.140169|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:674336617, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Field Training Officer'(id:48)
2017-10-29 03:17:43.919502|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:87243971, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Dispatch'(id:49)
2017-10-29 03:18:15.190955|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1832208375, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Detective Bureau'(id:50)
2017-10-29 03:18:18.221292|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-63215438, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'K9 Unit'(id:51)
2017-10-29 03:18:22.273986|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-2084026354, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Tactical Support Unit'(id:52)
2017-10-29 03:18:36.197837|INFO    |VirtualServer |1  |servergroup 'Traffic Unit'(id:53) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:18:50.957568|INFO    |VirtualServer |1  |servergroup 'Temp. LEO'(id:54) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:18:53.763295|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:32, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Temp. LEO'(id:54)
2017-10-29 03:19:41.986878|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:204392231, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Temp. LEO'(id:54)
2017-10-29 03:19:57.060142|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1190294652, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Traffic Unit'(id:53)
2017-10-29 03:20:43.914640|INFO    |VirtualServer |1  |servergroup '==San Andreas Fire & Rescue'(id:55) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:21:29.142179|INFO    |VirtualServer |1  |servergroup 'Fire Chief'(id:56) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:21:36.437106|INFO    |VirtualServer |1  |servergroup 'Battalion Chief'(id:57) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:21:46.247602|INFO    |VirtualServer |1  |servergroup 'Fire Lieutenant'(id:58) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:21:54.549362|INFO    |VirtualServer |1  |servergroup 'Fire Fighter'(id:59) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:21:57.555234|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1652197147) was added by '[1L-18] KevKilo9'(id:6) to channel 'Jail'(id:75)
2017-10-29 03:21:59.045474|INFO    |VirtualServer |1  |servergroup 'Fire Cadet'(id:60) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:22:14.618669|INFO    |VirtualServer |1  |servergroup 'Volunteer Fire Fighter'(id:61) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:22:18.209535|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-512666068, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Volunteer Fire Fighter'(id:61)
2017-10-29 03:22:53.107013|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-580216147, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Fire Cadet'(id:60)
2017-10-29 03:22:56.481013|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:125039526, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Fire Fighter'(id:59)
2017-10-29 03:24:57.378464|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:1078673879, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Fire Chief'(id:56)
2017-10-29 03:25:12.169453|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:569536555, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Battalion Chief'(id:57)
2017-10-29 03:25:42.700774|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1093348913, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Fire Lieutenant'(id:58)
2017-10-29 03:25:56.301367|INFO    |VirtualServer |1  |servergroup 'EMS Director'(id:62) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:26:04.543517|INFO    |VirtualServer |1  |servergroup 'EMS Supervisor'(id:63) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:26:23.091351|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1599606878, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'EMS Director'(id:62)
2017-10-29 03:26:51.194869|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1836907742, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'EMS Supervisor'(id:63)
2017-10-29 03:26:58.317946|INFO    |VirtualServer |1  |servergroup 'Paramedic'(id:64) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:27:04.993701|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:475659083, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Paramedic'(id:64)
2017-10-29 03:27:42.261287|INFO    |VirtualServer |1  |servergroup '==Training=='(id:65) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:27:54.428328|INFO    |VirtualServer |1  |servergroup 'Firearms Qualified'(id:66) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:28:12.287697|INFO    |VirtualServer |1  |servergroup 'Tazer Qualified'(id:67) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:29:55.069872|INFO    |VirtualServer |1  |servergroup 'Firearms Training Required '(id:68) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:30:01.685136|INFO    |VirtualServer |1  |servergroup 'Firearms Suspended'(id:69) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:30:10.733923|INFO    |VirtualServer |1  |servergroup 'Driver Training Required'(id:70) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:30:24.076727|INFO    |VirtualServer |1  |servergroup 'Driver Suspended'(id:71) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:32:37.377477|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1607411058, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Driver Suspended'(id:71)
2017-10-29 03:32:41.177301|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1999503717, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Driver Training Required'(id:70)
2017-10-29 03:32:46.561078|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1530922636, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Firearms Suspended'(id:69)
2017-10-29 03:33:08.528842|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:250997313, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Firearms Training Required '(id:68)
2017-10-29 03:33:14.148035|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-149370523, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Tazer Qualified'(id:67)
2017-10-29 03:33:16.394096|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:1214444705, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Firearms Qualified'(id:66)
2017-10-29 03:34:32.284723|INFO    |VirtualServer |1  |servergroup 'K9 Training Required'(id:72) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:34:46.716350|INFO    |VirtualServer |1  |servergroup 'C2/C3 Certification'(id:73) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:34:56.371683|INFO    |VirtualServer |1  |servergroup 'C2/C3 Cert Needed'(id:74) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:35:06.888252|INFO    |VirtualServer |1  |servergroup 'LEO Recruit'(id:75) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:35:14.300373|INFO    |VirtualServer |1  |servergroup 'LEO Temp.'(id:76) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:35:17.699763|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:-1890977349, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'LEO Temp.'(id:76)
2017-10-29 03:35:21.379439|INFO    |VirtualServer |1  |servergroup 'Temp. LEO'(id:54) was deleted by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:35:27.913613|INFO    |VirtualServer |1  |permission 'i_group_sort_id'(id:148) with values (value:32, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Coroner'(id:41)
2017-10-29 03:35:37.990814|INFO    |VirtualServer |1  |servergroup 'Pilot Certified'(id:77) was added by 'Radcrazykid2 | 1-L-40'(id:4)
2017-10-29 03:35:45.637263|INFO    |VirtualServer |1  |servergroup '==Civilian=='(id:78) was added by 'Radcrazykid2 | 1-L-40'(id:4)
