2018-09-23 00:29:43.372020|INFO    |VirtualServer |1  |listening on 0.0.0.0:9987, [::]:9987
2018-09-23 00:37:22.098732|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_808654778' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:37:22.101733|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_770381366' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:37:22.105734|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_3242600914' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:37:22.107734|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_2122164064' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:37:22.110735|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_4145596773' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:37:22.113735|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_3082737923' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:37:22.116736|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_214798205' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:37:22.119737|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_3159252279' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:38:07.167736|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_1913523921' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:38:16.822383|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:1913523921, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Owner'(id:6)
2018-09-23 00:38:21.980314|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-331665205, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Assistant Director'(id:14)
2018-09-23 00:38:25.339062|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:2013348012, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Community Director'(id:13)
2018-09-23 00:38:29.394359|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:334483102, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup '*Lead Admin*'(id:9)
2018-09-23 00:38:33.443370|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:763733025, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Lead Admin'(id:10)
2018-09-23 00:38:39.076596|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:334483102, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Lead Admin'(id:10)
2018-09-23 00:38:42.130329|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:763733025, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Senior Admin'(id:11)
2018-09-23 00:38:44.288342|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:888699871, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Server Admin'(id:12)
2018-09-23 00:38:47.211035|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-1232709788, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Retired Admin'(id:15)
2018-09-23 00:39:09.198542|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-2096440699, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'General Staff'(id:17)
2018-09-23 00:39:12.367394|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:1116735422, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Community Leader'(id:18)
2018-09-23 00:39:15.861529|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:199054942, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'In-Game Admin'(id:19)
2018-09-23 00:39:33.020297|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-1412032120, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Senior Member'(id:20)
2018-09-23 00:39:34.949885|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:677066105, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Member'(id:21)
2018-09-23 00:39:38.093585|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:746379343, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Junior Member'(id:22)
2018-09-23 00:39:40.396097|INFO    |VirtualServer |1  |permission 'i_max_icon_filesize'(id:145) with values (value:75, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Casual Unrestricted'(id:23)
2018-09-23 00:39:44.624037|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-1415753079, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Casual Unrestricted'(id:23)
2018-09-23 00:39:48.168291|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-1406899191, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Casual Restricted'(id:24)
2018-09-23 00:40:07.995680|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:960848581, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup '==San Andreas LEO=='(id:25)
2018-09-23 00:40:17.578327|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:172477792, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Cadet'(id:35)
2018-09-23 00:40:19.867379|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:172477792, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SASD Cadet'(id:40)
2018-09-23 00:41:15.000402|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:808654778, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Officer'(id:33)
2018-09-23 00:41:20.185564|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:671141899, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Senior Lead Officer'(id:32)
2018-09-23 00:41:39.794565|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:808654778, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Sergeant'(id:31)
2018-09-23 00:41:49.187648|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:1068031717, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Officer'(id:33)
2018-09-23 00:41:52.333557|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:950873634, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Probationary Officer'(id:34)
2018-09-23 00:42:06.595170|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-164544999, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Internal Affairs'(id:43)
2018-09-23 00:42:34.214122|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-2095856361, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Field Training Officer'(id:48)
2018-09-23 00:42:38.680115|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-1832208375, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Detective Bureau'(id:50)
2018-09-23 00:42:43.804272|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-63215438, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'K9 Unit'(id:51)
2018-09-23 00:42:46.160122|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-2084026354, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Tactical Support Unit'(id:52)
2018-09-23 00:43:01.020123|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-1308340237, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Air Unit'(id:47)
2018-09-23 00:43:30.729872|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:1214444705, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Firearms Qualified'(id:66)
2018-09-23 00:43:34.547297|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-149370523, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Tazer Qualified'(id:67)
2018-09-23 00:43:39.819471|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:250997313, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Firearms Training Required '(id:68)
2018-09-23 00:43:43.156213|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-1530922636, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Firearms Suspended'(id:69)
2018-09-23 00:44:00.596035|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-1607411058, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Driver Suspended'(id:71)
2018-09-23 00:44:06.688093|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:423150974, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'K9 Training Required'(id:72)
2018-09-23 00:44:19.345266|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:87243971, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Dispatch'(id:49)
2018-09-23 00:44:56.368013|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-555922515, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Construction Worker'(id:86)
2018-09-23 00:51:30.210073|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_1056602679' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.212074|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_2403989947' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.213074|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_925789444' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.215074|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_3273012849' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.216075|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_3773842619' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.220075|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_2332708917' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.222075|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_490846800' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.225076|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_3714751149' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.227076|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_1835666549' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.235078|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_3104672644' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.237079|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_1726201570' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.240080|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_2496586606' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.242080|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_3163112138' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.244080|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_3423972888' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.250081|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_3498826846' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.250081|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_3911561361' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.252083|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_317529237' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.255083|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_380861546' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.265085|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_46078611' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.266086|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_3240748537' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.269086|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_3131775999' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.271087|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_3133210745' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.275087|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_1479908127' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.279088|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_2295463579' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.282089|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_1410250558' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.284089|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_3751266214' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.287090|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_2314398147' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.289091|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_2122164064' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.297092|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_4276461003' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.300093|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_312964519' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:30.303094|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_478832049' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 00:51:42.940869|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-383405935, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Delivery Driver'(id:82)
2018-09-23 01:02:59.999902|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_3897558906' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 01:03:39.089955|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-1161756551, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'SAPD Comm.'(id:26)
2018-09-23 01:03:59.032995|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:512023111, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Captain'(id:29)
2018-09-23 01:04:04.148131|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:184842084, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Lieutenant'(id:30)
2018-09-23 01:04:11.610046|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:206560669, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Captain'(id:29)
2018-09-23 01:04:23.512987|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-1190294652, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Traffic Unit'(id:53)
2018-09-23 01:04:36.967111|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-18506293, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Warning One'(id:96)
2018-09-23 01:04:41.316961|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:1726201570, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Warning Two'(id:97)
2018-09-23 01:04:45.074909|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:312964519, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Warning Three'(id:98)
2018-09-23 01:05:06.430082|INFO    |VirtualServerBase|1  |file upload to (id:0), '/icon_4104371695' by client 'Radcrazykid2 | 1-L-40'(id:4)
2018-09-23 01:05:07.506321|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:144) with values (value:-190595601, negated:0, skipchannel:0) was added by 'Radcrazykid2 | 1-L-40'(id:4) to servergroup 'Guest'(id:8)
2018-09-23 01:54:14.843746|INFO    |VirtualServerBase|1  |client disconnected 'Radcrazykid2 | 1-L-40'(id:4) reason 'reasonmsg=leaving'
2018-09-23 01:54:26.222013|INFO    |VirtualServerBase|1  |stopped
